Taxon,pk_freq,F_Hz,log10Hz,min_freq,body_mass,log10mass,ln_mass,family,fam,order,phyloname,phyloname2,Species,Dichr,SongRepSize,MinLat,climPC1,climPC2,newVeg
Calidris_ruficollis,3.01,3010,3.478566496,1.63,26.4,1.421603927,3.27336401,Scolopacidae,"Sandpipers, phalaropes and allies",Charadriiformes,Calidris_ruficollis,Calidris ruficollis,ruficollis,0,,59.92761949,-0.838193189,0.774012951,Non-forest
Calidris_temminckii,4.2,4200,3.62324929,1.73,23,1.361727836,3.135494216,Scolopacidae,"Sandpipers, phalaropes and allies",Charadriiformes,Calidris_temminckii,Calidris temminckii,temminckii,0,,60.0460963,-0.884649141,0.68737019,Non-forest
Calidris_tenuirostris,2.67,2670,3.426511261,0.86,192,2.283301229,5.257495372,Scolopacidae,"Sandpipers, phalaropes and allies",Charadriiformes,Calidris_tenuirostris,Calidris tenuirostris,tenuirostris,1,,59.7809947,-0.624947746,0.585475768,Non-forest
Numenius_americanus,2.41,2410,3.382017043,1.2,531,2.725094521,6.274762021,Scolopacidae,"Sandpipers, phalaropes and allies",Charadriiformes,Numenius_americanus,Numenius americanus,americanus,0,,32.89723311,0.059512823,-1.457656674,Non-forest
Numenius_arquata,1.68,1680,3.225309282,1.29,742,2.870403905,6.609349243,Scolopacidae,"Sandpipers, phalaropes and allies",Charadriiformes,Numenius_arquata,Numenius arquata,arquata,0,,43.53032689,-0.112869633,-0.164773103,Non-forest
Numenius_madagascariensis,1.98,1980,3.29666519,1.07,792,2.898725182,6.674561392,Scolopacidae,"Sandpipers, phalaropes and allies",Charadriiformes,Numenius_madagascariensis,Numenius madagascariensis,madagascariensis,0,,40.90417,0.950367068,-1.146661184,Non-forest
Numenius_minutus,2.06,2060,3.31386722,1.46,173,2.238046103,5.153291594,Scolopacidae,"Sandpipers, phalaropes and allies",Charadriiformes,Numenius_minutus,Numenius minutus,minutus,0,,62.11201982,-1.300259043,-0.045389581,Non-forest
Numenius_tahitiensis,1.72,1720,3.235528447,1.29,374,2.572871602,5.924255797,Scolopacidae,"Sandpipers, phalaropes and allies",Charadriiformes,Numenius_tahitiensis,Numenius tahitiensis,tahitiensis,0,,61.61646,0.719855531,-1.457355238,Non-forest
Sitta_canadensis,2.54,2540,3.404833717,1.46,9.8,0.991226076,2.282382386,Sittidae,Nuthatches,Passeriformes,Sitta_canadensis,Sitta canadensis,canadensis,1,,28.8734951,-1.44368679,0.650689999,Forest
Sitta_carolinensis,1.44,1440,3.158362492,1.365,21,1.322219295,3.044522438,Sittidae,Nuthatches,Passeriformes,Sitta_carolinensis,Sitta carolinensis,carolinensis,4,2,17.49347687,-0.551708959,0.539679873,Forest
Sitta_europaea,3.07,3070,3.487138375,2.26,20,1.301029996,2.995732274,Sittidae,Nuthatches,Passeriformes,Sitta_europaea,Sitta europaea,europaea,1,,21.90180026,1.362498791,0.204198303,Forest
Sitta_krueperi,3.99,3990,3.600972896,1.68,12.4,1.093421685,2.517696473,Sittidae,Nuthatches,Passeriformes,Sitta_krueperi,Sitta krueperi,krueperi,3,,35.8750355,1.572866524,-0.423817166,Forest
Sitta_neumayer,3.22,3220,3.507855872,2.05,26.5,1.423245874,3.277144733,Sittidae,Nuthatches,Passeriformes,Sitta_neumayer,Sitta neumayer,neumayer,0,,31.62731112,-1.132581315,0.299320343,Non-forest
Sitta_tephronota,2.58,2580,3.411619706,1.46,35.2,1.546542663,3.561046083,Sittidae,Nuthatches,Passeriformes,Sitta_tephronota,Sitta tephronota,tephronota,0,,26.04284337,-0.378206475,0.049992479,Non-forest
Sitta_whiteheadi,3.01,3010,3.478566496,2.61,11.8,1.071882007,2.468099531,Sittidae,Nuthatches,Passeriformes,Sitta_whiteheadi,Sitta whiteheadi,whiteheadi,1,,41.49703133,-0.893754338,-0.631476938,Forest
Asio_flammeus,0.76,760,2.880813592,0.27,299,2.475671188,5.700443573,Strigidae,Typical Owls,Strigiformes,Asio_flammeus,Asio flammeus,flammeus,1,,-25.21780784,-0.07017158,-0.090544442,Non-forest
Asio_otus,0.49,490,2.69019608,0.29,261,2.416640507,5.564520407,Strigidae,Typical Owls,Strigiformes,Asio_otus,Asio otus,otus,1,,27.77092622,-0.573984401,0.583849138,Forest
Bubo_bubo,0.34,340,2.531478917,0.21,2380,3.376576957,7.774855767,Strigidae,Typical Owls,Strigiformes,Bubo_bubo,Bubo bubo,bubo,0,,22.18329426,1.722820178,1.487366936,Non-forest
Bubo_scandiaca,1.2,1200,3.079181246,0.17,1806,3.256717746,7.498869734,Strigidae,Typical Owls,Strigiformes,Bubo_scandiaca,Bubo scandiaca,scandiaca,7,,56.78701506,1.696228681,1.115243687,Non-forest
Bubo_virginianus,0.34,340,2.531478917,0.08,1034,3.014520539,6.941190055,Strigidae,Typical Owls,Strigiformes,Bubo_virginianus,Bubo virginianus,virginianus,0,,-55.72138981,-0.128036976,-0.464452855,Non-forest
Megascops_watsonii,0.66,660,2.819543936,0.57333,145,2.161368002,4.976733742,Strigidae,Typical Owls,Strigiformes,Megascops_watsonii,Megascops watsonii,watsonii,0,,-17.49813317,1.512082103,-0.451465768,Forest
Ninox_novaeseelandiae,0.62,620,2.792391689,0.31,190,2.278753601,5.247024072,Strigidae,Typical Owls,Strigiformes,Ninox_novaeseelandiae,Ninox novaeseelandiae,novaeseelandiae,1,,-47.28603996,-0.112869633,-0.164773103,Forest
Ninox_rufa,0.3,300,2.477121255,0.08,1088,3.036628895,6.992096427,Strigidae,Typical Owls,Strigiformes,Ninox_rufa,Ninox rufa,rufa,0,,-19.92383636,-0.964132892,0.358555193,Forest
Otus_brucei,0.51,510,2.707570176,0.25,107,2.029383778,4.672828834,Strigidae,Typical Owls,Strigiformes,Otus_brucei,Otus brucei,brucei,0,,21.66259844,-0.195722425,0.475395076,Non-forest
Otus_flammeolus,0.38,380,2.579783597,0.34,54.7,1.737987326,4.001863709,Strigidae,Typical Owls,Strigiformes,Otus_flammeolus,Otus flammeolus,flammeolus,0,,16.64175364,1.482159831,-2.309202983,Forest
Otus_scops,1.33,1330,3.123851641,1.27,92,1.963787827,4.521788577,Strigidae,Typical Owls,Strigiformes,Otus_scops,Otus scops,scops,0,,13.13614078,-0.10372067,-0.161733312,Forest
Strix_aluco,0.81,810,2.908485019,0.68,426,2.629409599,6.054439346,Strigidae,Typical Owls,Strigiformes,Strix_aluco,Strix aluco,aluco,0,,19.37658226,-1.21150308,-0.013779927,Forest
Strix_nebulosa,0.25,250,2.397940009,0.12,890,2.949390007,6.791221463,Strigidae,Typical Owls,Strigiformes,Strix_nebulosa,Strix nebulosa,nebulosa,0,,40.87049288,-0.522820244,-0.934198272,Forest
Strix_occidentalis,0.51,510,2.707570176,0.17,544,2.7355989,6.298949247,Strigidae,Typical Owls,Strigiformes,Strix_occidentalis,Strix occidentalis,occidentalis,0,,19.46599004,-0.112869633,-0.164773103,Forest
Strix_uralensis,0.34,340,2.531478917,0.25,706,2.848804701,6.559615237,Strigidae,Typical Owls,Strigiformes,Strix_uralensis,Strix uralensis,uralensis,0,,30.98900795,-0.585827499,-0.110575431,Forest
Strix_varia,0.6,600,2.77815125,0.08,632,2.800717078,6.448889394,Strigidae,Typical Owls,Strigiformes,Strix_varia,Strix varia,varia,0,,16.80704958,-0.296137352,-0.187638794,Forest
Sturnus_unicolor,3.41,3410,3.532754379,,85,1.929418926,4.442651256,Sturnidae,Starlings,Passeriformes,Sturnus_unicolor,Sturnus unicolor,unicolor,1,,29.04509219,-0.112869633,-0.164773103,Non-forest
Sturnus_vulgaris,5.06,5060,3.704150517,,87.6,1.942504106,4.472780998,Sturnidae,Starlings,Passeriformes,Sturnus_vulgaris,Sturnus vulgaris,vulgaris,4,,-18.55369676,-0.403234306,-1.131326404,Non-forest
Acrocephalus_agricola,3.87,3870,3.587710965,1.46,9.6,0.982271233,2.261763098,Sylviidae,Old World warblers,Passeriformes,Acrocephalus_agricola,Acrocephalus agricola,agricola,0,,30.34595101,1.454567598,-0.447094251,Non-forest
Acrocephalus_arundinaceus,2.5,2500,3.397940009,1.2,30,1.477121255,3.401197382,Sylviidae,Old World warblers,Passeriformes,Acrocephalus_arundinaceus,Acrocephalus arundinaceus,arundinaceus,0,220,24.73022977,-0.112869633,-0.164773103,Non-forest
Acrocephalus_dumetorum,3.7,3700,3.568201724,2.06,11.2,1.049218023,2.415913778,Sylviidae,Old World warblers,Passeriformes,Acrocephalus_dumetorum,Acrocephalus dumetorum,dumetorum,0,,29.34562862,1.345368423,-0.182843311,Non-forest
Acrocephalus_griseldis,1.98,1980,3.29666519,0.86,16.7,1.222716471,2.815408719,Sylviidae,Old World warblers,Passeriformes,Acrocephalus_griseldis,Acrocephalus griseldis,griseldis,0,,29.95262,1.608290838,0.074710785,Non-forest
Acrocephalus_melanopogon,3.96,3960,3.597695186,1.29,10.9,1.037426498,2.388762789,Sylviidae,Old World warblers,Passeriformes,Acrocephalus_melanopogon,Acrocephalus melanopogon,melanopogon,0,,33.27178927,-0.522750696,-0.557457296,Non-forest
Acrocephalus_paludicola,3.89,3890,3.589949601,1.16,11.6,1.064457989,2.451005098,Sylviidae,Old World warblers,Passeriformes,Acrocephalus_paludicola,Acrocephalus paludicola,paludicola,0,,46.25655135,-0.112869633,-0.164773103,Non-forest
Acrocephalus_palustris,3.7,3700,3.568201724,1.44,11.5,1.06069784,2.442347035,Sylviidae,Old World warblers,Passeriformes,Acrocephalus_palustris,Acrocephalus palustris,palustris,0,220,37.03349743,1.658207351,-0.476800891,Non-forest
Acrocephalus_schoenobaenus,4.99,4990,3.698100546,2.06,11.9,1.075546961,2.4765384,Sylviidae,Old World warblers,Passeriformes,Acrocephalus_schoenobaenus,Acrocephalus schoenobaenus,schoenobaenus,0,220,36.21221927,-0.112869633,-0.164773103,Non-forest
Acrocephalus_scirpaceus,3.69,3690,3.567026366,,12.3,1.089905111,2.509599262,Sylviidae,Old World warblers,Passeriformes,Acrocephalus_scirpaceus,Acrocephalus scirpaceus,scirpaceus,0,220,-34.83982833,1.610395526,0.9794765,Non-forest
Acrocephalus_stentoreus,2.58,2580,3.411619706,1.2,24.2,1.383815366,3.186352633,Sylviidae,Old World warblers,Passeriformes,Acrocephalus_stentoreus,Acrocephalus stentoreus,stentoreus,0,,-10.94187005,1.596873013,1.140872854,Non-forest
Cettia_cetti,3.86,3860,3.586587305,,15.2,1.181843588,2.721295428,Sylviidae,Old World warblers,Passeriformes,Cettia_cetti,Cettia cetti,cetti,0,,27.88318623,0.139223833,-0.737355122,Non-forest
Hippolais_caligata,3.87,3870,3.587710965,1.72,8.9,0.949390007,2.186051277,Sylviidae,Old World warblers,Passeriformes,Hippolais_caligata,Hippolais caligata,caligata,0,,25.06408701,-1.015517129,0.371747152,Non-forest
Hippolais_icterina,4.65,4650,3.667452953,2.24,13.2,1.120573931,2.58021683,Sylviidae,Old World warblers,Passeriformes,Hippolais_icterina,Hippolais icterina,icterina,0,,35.72578148,0.732419481,-1.402543291,Forest
Hippolais_languida,2.93,2930,3.46686762,1.46,12,1.079181246,2.48490665,Sylviidae,Old World warblers,Passeriformes,Hippolais_languida,Hippolais languida,languida,0,,26.78352183,-1.114901021,0.601650572,Non-forest
Hippolais_olivetorum,2.75,2750,3.439332694,1.11,17.5,1.243038049,2.862200881,Sylviidae,Old World warblers,Passeriformes,Hippolais_olivetorum,Hippolais olivetorum,olivetorum,0,,32.40226078,0.043317936,-0.777454392,Non-forest
Hippolais_pallida,2.93,2930,3.46686762,1.42,9,0.954242509,2.197224577,Sylviidae,Old World warblers,Passeriformes,Hippolais_pallida,Hippolais pallida,pallida,0,,8.446196739,-0.819199827,0.760404996,Non-forest
Hippolais_polyglotta,3.78,3780,3.5774918,1.51,11,1.041392685,2.397895273,Sylviidae,Old World warblers,Passeriformes,Hippolais_polyglotta,Hippolais polyglotta,polyglotta,0,,30.81881651,-0.924880749,-0.123218559,Forest
Phylloscopus_bonelli,3.99,3990,3.600972896,3.3,8.5,0.929418926,2.140066163,Sylviidae,Old World warblers,Passeriformes,Phylloscopus_bonelli,Phylloscopus bonelli,bonelli,0,5,31.07028057,-1.515360924,0.23201744,Forest
Phylloscopus_borealis,4.37,4370,3.640481437,3.05,11.2,1.049218023,2.415913778,Sylviidae,Old World warblers,Passeriformes,Phylloscopus_borealis,Phylloscopus borealis,borealis,0,,30.99815622,1.117808893,-0.886800916,Forest
Phylloscopus_collybita,3.95,3950,3.596597096,2.65,8.3,0.919078092,2.116255515,Sylviidae,Old World warblers,Passeriformes,Phylloscopus_collybita,Phylloscopus collybita,collybita,0,1,34.24847749,-0.911897937,0.98832158,Forest
Phylloscopus_humei,5.14,5140,3.710963119,3.78,6,0.77815125,1.791759469,Sylviidae,Old World warblers,Passeriformes,Phylloscopus_humei,Phylloscopus humei,humei,0,,26.31354391,0.157968837,-1.454883654,Non-forest
Phylloscopus_inornatus,6.44,6440,3.808885867,3.83,6.6,0.819543936,1.887069649,Sylviidae,Old World warblers,Passeriformes,Phylloscopus_inornatus,Phylloscopus inornatus,inornatus,0,,39.51179833,-1.00151454,-0.319460007,Forest
Phylloscopus_proregulus,4.04,4040,3.606381365,2.67,6.5,0.812913357,1.871802177,Sylviidae,Old World warblers,Passeriformes,Phylloscopus_proregulus,Phylloscopus proregulus,proregulus,0,,42.67223345,1.584888194,-1.065387896,Forest
Phylloscopus_sibilatrix,6.37,6370,3.804139432,4.3,9.8,0.991226076,2.282382386,Sylviidae,Old World warblers,Passeriformes,Phylloscopus_sibilatrix,Phylloscopus sibilatrix,sibilatrix,0,2,38.84114861,-2.493692547,0.034171757,Forest
Phylloscopus_trochiloides,4,4000,3.602059991,2.41,8.6,0.934498451,2.151762203,Sylviidae,Old World warblers,Passeriformes,Phylloscopus_trochiloides,Phylloscopus trochiloides,trochiloides,0,,20.95306923,-0.148521543,-1.275582376,Forest
Phylloscopus_trochilus,4,4000,3.602059991,2.49,8.7,0.939519253,2.163323026,Sylviidae,Old World warblers,Passeriformes,Phylloscopus_trochilus,Phylloscopus trochilus,trochilus,0,31,41.16852251,-0.634443941,0.650503509,Non-forest
Sylvia_atricapilla,2.85,2850,3.45484486,2,16.7,1.222716471,2.815408719,Sylviidae,Old World warblers,Passeriformes,Sylvia_atricapilla,Sylvia atricapilla,atricapilla,3,,14.80221346,1.619561338,-0.322896686,Forest
Sylvia_cantillans,4,4000,3.602059991,2.08,9.6,0.982271233,2.261763098,Sylviidae,Old World warblers,Passeriformes,Sylvia_cantillans,Sylvia cantillans,cantillans,2,,27.36302375,-0.196505807,1.051953551,Non-forest
Sylvia_communis,3.87,3870,3.587710965,1.37,15.1,1.178976947,2.714694744,Sylviidae,Old World warblers,Passeriformes,Sylvia_communis,Sylvia communis,communis,4,,31.16531627,1.370067807,-0.8941045,Non-forest
Sylvia_conspicillata,3.68,3680,3.565847819,2.35,9,0.954242509,2.197224577,Sylviidae,Old World warblers,Passeriformes,Sylvia_conspicillata,Sylvia conspicillata,conspicillata,2,,14.80221348,1.085773961,-2.343308463,Non-forest
Sylvia_curruca,3.44,3440,3.536558443,2.19,11.5,1.06069784,2.442347035,Sylviidae,Old World warblers,Passeriformes,Sylvia_curruca,Sylvia curruca,curruca,0,,31.40122145,-0.054345374,-1.108445455,Non-forest
Sylvia_deserticola,4.35,4350,3.638489257,1.69,9.1,0.959041392,2.208274414,Sylviidae,Old World warblers,Passeriformes,Sylvia_deserticola,Sylvia deserticola,deserticola,1,,29.36357124,1.020538221,-0.595379826,Non-forest
Sylvia_hortensis,2.55,2550,3.40654018,1.17,21.9,1.340444115,3.086486637,Sylviidae,Old World warblers,Passeriformes,Sylvia_hortensis,Sylvia hortensis,hortensis,1,,26.75089705,1.339500883,-0.678898283,Forest
Sylvia_leucomelaena,2.75,2750,3.439332694,1.16,13.9,1.1430148,2.63188884,Sylviidae,Old World warblers,Passeriformes,Sylvia_leucomelaena,Sylvia leucomelaena,leucomelaena,1,,8.718778786,1.461330025,1.943123243,Forest
Sylvia_melanocephala,3.53,3530,3.547774705,1.38,11.7,1.068185862,2.459588842,Sylviidae,Old World warblers,Passeriformes,Sylvia_melanocephala,Sylvia melanocephala,melanocephala,7,,23.18624956,-0.112869633,-0.164773103,Non-forest
Sylvia_melanothorax,3.11,3110,3.492760389,1.56,11.4,1.056904851,2.433613355,Sylviidae,Old World warblers,Passeriformes,Sylvia_melanothorax,Sylvia melanothorax,melanothorax,5,,34.56351089,1.68797417,1.494352748,Non-forest
Sylvia_mystacea,4.22,4220,3.625312451,1.55,9.9,0.995635195,2.292534757,Sylviidae,Old World warblers,Passeriformes,Sylvia_mystacea,Sylvia mystacea,mystacea,5,,31.15629855,0.391602729,-1.238437283,Non-forest
Sylvia_nana,3.58,3580,3.553883027,2.38,8.7,0.939519253,2.163323026,Sylviidae,Old World warblers,Passeriformes,Sylvia_nana,Sylvia nana,nana,0,,20.34455054,1.388684542,-1.204882598,Non-forest
Sylvia_nisoria,2.97,2970,3.472756449,1.59,22.5,1.352182518,3.113515309,Sylviidae,Old World warblers,Passeriformes,Sylvia_nisoria,Sylvia nisoria,nisoria,2,,35.04255448,-1.371537313,0.28668128,Non-forest
Sylvia_rueppelli,4.04,4040,3.606381365,2.04,13.1,1.117271296,2.57261223,Sylviidae,Old World warblers,Passeriformes,Sylvia_rueppelli,Sylvia rueppelli,rueppelli,4,,34.62049422,1.051993306,1.138029982,Non-forest
Sylvia_sarda,4.02,4020,3.604226053,2.21,9.8,0.991226076,2.282382386,Sylviidae,Old World warblers,Passeriformes,Sylvia_sarda,Sylvia sarda,sarda,1,,36.73468787,0.452852247,-1.940525472,Non-forest
Sylvia_undata,3.53,3530,3.547774705,1.61,10.8,1.033423755,2.379546134,Sylviidae,Old World warblers,Passeriformes,Sylvia_undata,Sylvia undata,undata,1,,34.12995232,1.679442839,0.852818805,Non-forest
Cercomacra_cinerascens,2.013,2013,3.303843775,1.037,16,1.204119983,2.772588722,Thamnophilidae,Antbirds,Passeriformes,Cercomacra_cinerascens,Cercomacra cinerascens,cinerascens,9,,-16.97402866,-0.000635027,0.255697073,Forest
Cercomacra_manu,1.072,1072,3.030194785,0.604,18,1.255272505,2.890371758,Thamnophilidae,Antbirds,Passeriformes,Cercomacra_manu,Cercomacra manu,manu,10,,-13.45252939,-0.112869633,-0.164773103,Forest
Cymbilaimus_lineatus,1.594,1594,3.202488317,1.323,37.5,1.574031268,3.624340933,Thamnophilidae,Antbirds,Passeriformes,Cymbilaimus_lineatus,Cymbilaimus lineatus,lineatus,8,,-16.16259578,1.688683575,2.096281547,Forest
Cymbilaimus_sanctaemariae,2.716,2716,3.433929766,1.911,30.5,1.484299839,3.417726684,Thamnophilidae,Antbirds,Passeriformes,Cymbilaimus_sanctaemariae,Cymbilaimus sanctaemariae,sanctaemariae,9,,-14.08061022,0.019462805,0.229132872,Forest
Dichrozona_cincta,3.014,3014,3.479143248,2.67,16,1.204119983,2.772588722,Thamnophilidae,Antbirds,Passeriformes,Dichrozona_cincta,Dichrozona cincta,cincta,4,,-15.89888928,1.782855045,3.501991017,Forest
Drymophila_devillei,3.53067,3530.67,3.547857127,2.95667,10.3,1.012837225,2.332143895,Thamnophilidae,Antbirds,Passeriformes,Drymophila_devillei,Drymophila devillei,devillei,6,,-16.93171306,-0.824445489,1.027108759,Forest
Epinecrophylla_haematonota,6.322,6322,3.800854492,5.114,9.75,0.989004616,2.277267285,Thamnophilidae,Antbirds,Passeriformes,Epinecrophylla_haematonota,Epinecrophylla haematonota,haematonota,6,,-12.62481435,0.829966924,-0.678936093,Forest
Epinecrophylla_leucophthalma,6.02867,6028.67,3.780221512,4.995,20,1.301029996,2.995732274,Thamnophilidae,Antbirds,Passeriformes,Epinecrophylla_leucophthalma,Epinecrophylla leucophthalma,leucophthalma,4,,-16.58258708,1.450006581,-1.534540129,Forest
Epinecrophylla_ornata,5.926,5926,3.772761647,4.302,9.75,0.989004616,2.277267285,Thamnophilidae,Antbirds,Passeriformes,Epinecrophylla_ornata,Epinecrophylla ornata,ornata,7,,-17.14760437,-0.607044153,-0.033885928,Forest
Hylophylax_naevius,4.04767,4047.67,3.607205098,2.89933,13,1.113943352,2.564949357,Thamnophilidae,Antbirds,Passeriformes,Hylophylax_naevius,Hylophylax naevius,naevius,4,,-18.04081164,-0.112869633,-0.164773103,Forest
Hypocnemis_cantator,2.66967,2669.67,3.426457581,2.29633,13,1.113943352,2.564949357,Thamnophilidae,Antbirds,Passeriformes,Hypocnemis_cantator,Hypocnemis cantator,cantator,8,,-3.333369776,-0.26479068,-1.695062243,Forest
Hypocnemis_peruviana,3.018,3018,3.479719235,1.828,13.4,1.127104798,2.595254707,Thamnophilidae,Antbirds,Passeriformes,Hypocnemis_peruviana,Hypocnemis peruviana,peruviana,7,,-13.16203644,-0.112869633,-0.164773103,Forest
Hypocnemis_subflava,2.771,2771,3.442636526,1.738,13.2,1.120573931,2.58021683,Thamnophilidae,Antbirds,Passeriformes,Hypocnemis_subflava,Hypocnemis subflava,subflava,9,,-17.80235554,0.367481222,-2.088458737,Forest
Microrhopias_quixensis,4.07633,4076.33,3.610269335,3.56,11,1.041392685,2.397895273,Thamnophilidae,Antbirds,Passeriformes,Microrhopias_quixensis,Microrhopias quixensis,quixensis,5,,-16.11376276,-0.920525399,0.96709966,Forest
Myrmeciza_fortis,2.647,2647,3.422753941,2.192,45,1.653212514,3.80666249,Thamnophilidae,Antbirds,Passeriformes,Myrmeciza_fortis,Myrmeciza fortis,fortis,10,,-13.928522,-0.219480388,0.377077544,Forest
Myrmeciza_goeldii,2.094,2094,3.320976677,1.458,42,1.62324929,3.737669618,Thamnophilidae,Antbirds,Passeriformes,Myrmeciza_goeldii,Myrmeciza goeldii,goeldii,10,,-14.01790009,1.496621421,0.147077619,Forest
Myrmoborus_leucophrys,2.878,2878,3.45909079,1.777,20,1.301029996,2.995732274,Thamnophilidae,Antbirds,Passeriformes,Myrmoborus_leucophrys,Myrmoborus leucophrys,leucophrys,10,,-17.56947227,-0.369481008,-0.227435698,Forest
Myrmoborus_myotherinus,3.296,3296,3.517987203,2.253,19,1.278753601,2.944438979,Thamnophilidae,Antbirds,Passeriformes,Myrmoborus_myotherinus,Myrmoborus myotherinus,myotherinus,10,,-17.91934594,-0.407367932,1.251220418,Forest
Myrmotherula_brachyura,2.46833,2468.33,3.392403222,2.18167,21,1.322219295,3.044522438,Thamnophilidae,Antbirds,Passeriformes,Myrmotherula_brachyura,Myrmotherula brachyura,brachyura,4,,-16.98781264,-0.95677432,0.263580187,Forest
Myrmotherula_hauxwelli,4.24867,4248.67,3.628253,2.69833,10,1,2.302585093,Thamnophilidae,Antbirds,Passeriformes,Myrmotherula_hauxwelli,Myrmotherula hauxwelli,hauxwelli,7,,-15.43848099,-0.413303757,-0.287631514,Forest
Myrmotherula_iheringi,2.585,2585,3.412460547,1.78,8.25,0.916453949,2.1102132,Thamnophilidae,Antbirds,Passeriformes,Myrmotherula_iheringi,Myrmotherula iheringi,iheringi,4,,-13.52651223,1.781444708,0.835765482,Forest
Myrmotherula_longipennis,3.33,3330,3.522444234,2.75567,9,0.954242509,2.197224577,Thamnophilidae,Antbirds,Passeriformes,Myrmotherula_longipennis,Myrmotherula longipennis,longipennis,10,,-13.20971469,-1.226769559,0.415166758,Forest
Myrmotherula_menetriesii,2.486,2486,3.395501124,1.853,8.5,0.929418926,2.140066163,Thamnophilidae,Antbirds,Passeriformes,Myrmotherula_menetriesii,Myrmotherula menetriesii,menetriesii,10,,-17.83192986,-0.463089226,-0.228718476,Forest
Percnostola_lophotes,2.114,2114,3.325104983,1.042,29.5,1.469822016,3.384390263,Thamnophilidae,Antbirds,Passeriformes,Percnostola_lophotes,Percnostola lophotes,lophotes,10,,-14.16629255,-0.315351589,-1.144769741,Forest
Phlegopsis_nigromaculata,2.95667,2956.67,3.470802855,2.325,45,1.653212514,3.80666249,Thamnophilidae,Antbirds,Passeriformes,Phlegopsis_nigromaculata,Phlegopsis nigromaculata,nigromaculata,0,,-17.78975716,-0.928818639,0.690168708,Forest
Rhegmatorhina_gymnops,3.416,3416,3.533517862,2.239,31.4,1.496929648,3.446807893,Thamnophilidae,Antbirds,Passeriformes,Rhegmatorhina_gymnops,Rhegmatorhina gymnops,gymnops,6,,-9.499261872,-0.227713222,-1.445327543,Forest
Thamnomanes_caesius,2.325,2325,3.366422957,1.69367,16,1.204119983,2.772588722,Thamnophilidae,Antbirds,Passeriformes,Thamnomanes_caesius,Thamnomanes caesius,caesius,10,,-22.16052432,-0.112869633,-0.164773103,Forest
Thamnophilus_palliatus,1.83667,1836.67,3.264031132,1.40667,23.3,1.367355921,3.148453361,Thamnophilidae,Antbirds,Passeriformes,Thamnophilus_palliatus,Thamnophilus palliatus,palliatus,2,,-23.10305787,1.626040692,2.101419807,Forest
Thamnophilus_schistaceus,1.722,1722,3.236033147,1.32033,21,1.322219295,3.044522438,Thamnophilidae,Antbirds,Passeriformes,Thamnophilus_schistaceus,Thamnophilus schistaceus,schistaceus,10,,-17.99859562,-0.317304918,0.581995115,Forest
Chamaea_fasciata,2.99,2990,3.475671188,,15.3,1.184691431,2.727852828,Timaliidae,Old World babblers,Passeriformes,Chamaea_fasciata,Chamaea fasciata,fasciata,0,,30.04225386,-0.992004134,0.110192869,Non-forest
Turdoides_fulva,3.01,3010,3.478566496,2.37,61.4,1.788168371,4.117409835,Timaliidae,Old World babblers,Passeriformes,Turdoides_fulva,Turdoides fulva,fulva,1,,11.54931462,-0.112869633,-0.164773103,Non-forest
Turdoides_squamiceps,3.14,3140,3.496929648,1.46,73.5,1.866287339,4.297285406,Timaliidae,Old World babblers,Passeriformes,Turdoides_squamiceps,Turdoides squamiceps,squamiceps,2,,12.59131153,-0.112869633,-0.164773103,Non-forest
Crypturellus_atrocapillus,1.234570313,1234.570313,3.09151583,1.16,453,2.656098202,6.115892125,Tinamidae,Tinamous,Tinamiformes,Crypturellus_atrocapillus,Crypturellus atrocapillus,atrocapillus,1,,-17.8406289,-0.276096706,0.06667477,Forest
Crypturellus_bartletti,1.808789063,1808.789063,3.257387923,1.27,241,2.382017043,5.484796933,Tinamidae,Tinamous,Tinamiformes,Crypturellus_bartletti,Crypturellus bartletti,bartletti,0,,-17.37124724,-0.112869633,-0.164773103,Forest
Crypturellus_berlepschi,4.70859375,4708.59375,3.672891222,1.34,478,2.679427897,6.169610732,Tinamidae,Tinamous,Tinamiformes,Crypturellus_berlepschi,Crypturellus berlepschi,berlepschi,0,,-0.436718802,-0.112869633,-0.164773103,Forest
Crypturellus_boucardi,0.775195313,775.195313,2.889411138,0.68,418,2.621176282,6.035481433,Tinamidae,Tinamous,Tinamiformes,Crypturellus_boucardi,Crypturellus boucardi,boucardi,7,,9.857517998,-0.651612498,0.522169216,Forest
Crypturellus_cinereus,1.866210938,1866.210938,3.270960731,1.6,450,2.653212514,6.109247583,Tinamidae,Tinamous,Tinamiformes,Crypturellus_cinereus,Crypturellus cinereus,cinereus,0,,-16.68252274,-1.170320539,0.018917747,Forest
Crypturellus_cinnamomeus,1.320703125,1320.703125,3.120805205,1.21,419,2.622214023,6.03787092,Tinamidae,Tinamous,Tinamiformes,Crypturellus_cinnamomeus,Crypturellus cinnamomeus,cinnamomeus,2,,9.553054716,-0.464148146,0.422902837,Forest
Crypturellus_erythropus,1.091015625,1091.015625,3.03783097,0.95,485,2.685741739,6.184148891,Tinamidae,Tinamous,Tinamiformes,Crypturellus_erythropus,Crypturellus erythropus,erythropus,5,,3.6366,-0.884445731,0.139947607,Forest
Crypturellus_noctivagus,0.746484375,746.484375,2.873020722,1.06,800,2.903089987,6.684611728,Tinamidae,Tinamous,Tinamiformes,Crypturellus_noctivagus,Crypturellus noctivagus,noctivagus,0,,-30.22397995,-0.112869633,-0.164773103,Forest
