Taxon,pk_freq,F_Hz,log10Hz,min_freq,body_mass,log10mass,ln_mass,family,fam,order,phyloname,phyloname2,Species,Dichr,SongRepSize,MinLat,climPC1,climPC2,newVeg
Miliaria_calandra,5.19,5190,3.715167358,,53.6,1.72916479,3.981549068,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Miliaria_calandra,Miliaria calandra,calandra,0,,27.63882024,-0.65605041,0.931972161,Non-forest
Passerculus_sandwichensis,7.18,7180,3.856124444,,17,1.230448921,2.833213344,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Passerculus_sandwichensis,Passerculus sandwichensis,sandwichensis,0,1,18.83065153,1.692931309,1.523416623,Non-forest
Passerella_iliaca,3.84,3840,3.584331224,,32.3,1.509202522,3.47506723,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Passerella_iliaca,Passerella iliaca,iliaca,0,3.2,33.38752747,-0.548783864,0.901035801,Non-forest
Pipilo_aberti,4.26,4260,3.629409599,1.93,47.1,1.673020907,3.852273001,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Pipilo_aberti,Pipilo aberti,aberti,0,,NA,0.778940653,-1.583971525,Non-forest
Pipilo_chlorurus,4.45,4450,3.648360011,2.56,29.4,1.46834733,3.380994674,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Pipilo_chlorurus,Pipilo chlorurus,chlorurus,0,8.67,30.2724526,1.609514785,-1.053844558,Non-forest
Pipilo_crissalis,5.18,5180,3.71432976,4.14,53.9,1.731588765,3.987130478,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Pipilo_crissalis,Pipilo crissalis,crissalis,0,,NA,1.639368347,-1.316281944,Non-forest
Pipilo_erythrophthalmus,4.27,4270,3.630427875,2.32,41.3,1.615950052,3.7208625,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Pipilo_erythrophthalmus,Pipilo erythrophthalmus,erythrophthalmus,10,6,14.26443104,1.676765201,1.515578983,Non-forest
Pipilo_maculatus,4.25893,4258.93,3.629300502,2.22173,40.9,1.611723308,3.711130063,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Pipilo_maculatus,Pipilo maculatus,maculatus,5,9,14.264431,-1.169403033,-0.201585065,Non-forest
Spizella_arborea,4.25,4250,3.62838893,3.52,18.6,1.269512944,2.923161581,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Spizella_arborea,Spizella arborea,arborea,0,,51.01117707,1.216655994,0.123514439,Non-forest
Spizella_atrogularis,5.28,5280,3.722633923,2.13,11.3,1.053078443,2.424802726,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Spizella_atrogularis,Spizella atrogularis,atrogularis,3,,18.44046625,1.505840867,0.898753019,Non-forest
Spizella_breweri,4.27,4270,3.630427875,3.02,10.9,1.037426498,2.388762789,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Spizella_breweri,Spizella breweri,breweri,0,2,33.57464221,-0.112869633,-0.164773103,Non-forest
Spizella_passerina,5.04737,5047.37,3.703065142,3.24234,12.2,1.086359831,2.501435952,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Spizella_passerina,Spizella passerina,passerina,0,1,12.93601225,1.667097641,0.15448706,Forest
Spizella_pusilla,3.38,3380,3.5289167,2.94,12.5,1.096910013,2.525728644,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Spizella_pusilla,Spizella pusilla,pusilla,0,1.5,28.87226677,1.125789885,-1.707793683,Non-forest
Zonotrichia_albicollis,4.53,4530,3.656098202,3.7,24.4,1.387389826,3.194583132,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Zonotrichia_albicollis,Zonotrichia albicollis,albicollis,0,1,40.70490646,-0.798610332,1.407976474,Forest
Zonotrichia_atricapilla,3.76,3760,3.575187845,2.74,31.7,1.501059262,3.456316681,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Zonotrichia_atricapilla,Zonotrichia atricapilla,atricapilla,0,1,50.22093808,1.257176077,0.406860454,Non-forest
Zonotrichia_leucophrys,4.19,4190,3.622214023,3.3,28.1,1.44870632,3.335769576,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Zonotrichia_leucophrys,Zonotrichia leucophrys,leucophrys,0,1,33.37602654,1.603526049,0.188321491,Non-forest
Zonotrichia_querula,3.58,3580,3.553883027,3.08,37.4,1.572871602,3.621670704,Emberizidae,"Buntings, sparrows and juncos",Passeriformes,Zonotrichia_querula,Zonotrichia querula,querula,0,,55.44557189,-0.112869633,-0.164773103,Non-forest
Falco_berigora,2.32,2320,3.365487985,0.43,506,2.704150517,6.226536669,Falconidae,Falcons and caracaras,Falconiformes,Falco_berigora,Falco berigora,berigora,0,,-43.64397421,1.745700762,0.914053359,Non-forest
Falco_cenchroides,4.3,4300,3.633468456,1.55,163,2.212187604,5.093750201,Falconidae,Falcons and caracaras,Falconiformes,Falco_cenchroides,Falco cenchroides,cenchroides,8,,-43.64396979,-1.30168152,0.054898088,Non-forest
Falco_columbarius,1.89,1890,3.276461804,0.9,163,2.212187604,5.093750201,Falconidae,Falcons and caracaras,Falconiformes,Falco_columbarius,Falco columbarius,columbarius,5,,26.71862321,-0.502981086,0.232409653,Non-forest
Falco_mexicanus,2.32,2320,3.365487985,1.11,560,2.748188027,6.327936784,Falconidae,Falcons and caracaras,Falconiformes,Falco_mexicanus,Falco mexicanus,mexicanus,0,,23.3337645,1.638506948,0.961473128,Non-forest
Falco_naumanni,3.7,3700,3.568201724,1.46,141,2.149219113,4.94875989,Falconidae,Falcons and caracaras,Falconiformes,Falco_naumanni,Falco naumanni,naumanni,10,,28.16152689,-0.112869633,-0.164773103,Non-forest
Falco_peregrinus,2.41,2410,3.382017043,0.91,640,2.806179974,6.461468176,Falconidae,Falcons and caracaras,Falconiformes,Falco_peregrinus,Falco peregrinus,peregrinus,0,,-49.75588861,-1.372053267,0.487934763,Non-forest
Falco_sparverius,4.95,4950,3.694605199,1.55,110,2.041392685,4.700480366,Falconidae,Falcons and caracaras,Falconiformes,Falco_sparverius,Falco sparverius,sparverius,7,,-54.2850221,-0.937042035,1.419024217,Non-forest
Falco_tinnunculus,4.13,4130,3.615950052,1.46,167,2.222716471,5.117993812,Falconidae,Falcons and caracaras,Falconiformes,Falco_tinnunculus,Falco tinnunculus,tinnunculus,8,,-34.83982862,-1.116795548,0.998235547,Non-forest
Micrastur_mintoni,1.407,1407,3.148294097,0.602,200,2.301029996,5.298317367,Falconidae,Falcons and caracaras,Falconiformes,Micrastur_mintoni,Micrastur mintoni,mintoni,0,,-15.07744893,-1.390091926,0.12573865,Forest
Formicarius_analis,2.03833,2038.33,3.309274496,1.86533,49,1.69019608,3.891820298,Formicariidae,Ground antbirds,Passeriformes,Formicarius_analis,Formicarius analis,analis,0,,-17.77209301,-0.136805643,-0.34346709,Forest
Formicarius_colma,2.38267,2382.67,3.377063897,2.21033,58,1.763427994,4.060443011,Formicariidae,Ground antbirds,Passeriformes,Formicarius_colma,Formicarius colma,colma,4,,-30.14829826,0.81477693,-0.68474705,Forest
Grallaria_varia,0.48733,487.33,2.687823147,0.40133,118,2.071882007,4.770684624,Formicariidae,Ground antbirds,Passeriformes,Grallaria_varia,Grallaria varia,varia,0,,-30.06032753,-0.701821061,0.862485598,Forest
Hylopezus_macularius,0.861,861,2.935003151,0.71767,48,1.681241237,3.871201011,Formicariidae,Ground antbirds,Passeriformes,Hylopezus_macularius,Hylopezus macularius,macularius,0,,-10.66100111,-0.47372874,-0.415159746,Forest
Carduelis_cannabina,4.19,4190,3.622214023,1.94,20.2,1.305351369,3.005682604,Fringillidae,Finches,Passeriformes,Carduelis_cannabina,Carduelis cannabina,cannabina,6,,27.63881827,-1.232667965,1.077987597,Non-forest
Carduelis_carduelis,4.32,4320,3.635483747,2.38,16,1.204119983,2.772588722,Fringillidae,Finches,Passeriformes,Carduelis_carduelis,Carduelis carduelis,carduelis,1,,-44.95268317,-0.391010484,0.894462268,Non-forest
Carduelis_chloris,3.53,3530,3.547774705,2.43,26,1.414973348,3.258096538,Fringillidae,Finches,Passeriformes,Carduelis_chloris,Carduelis chloris,chloris,8,220,-47.2631648,-1.350472088,0.964689681,Forest
Carduelis_citrinella,4.56,4560,3.658964843,1.98,12,1.079181246,2.48490665,Fringillidae,Finches,Passeriformes,Carduelis_citrinella,Carduelis citrinella,citrinella,4,,37.54977541,-0.913328104,0.10452388,Forest
Carduelis_flammea,3.87,3870,3.587710965,2.48,13,1.113943352,2.564949357,Fringillidae,Finches,Passeriformes,Carduelis_flammea,Carduelis flammea,flammea,6,,-54.77828674,-1.17472029,1.496767474,Forest
Carduelis_hornemanni,3.54,3540,3.549003262,2.12,15.5,1.190331698,2.740840024,Fringillidae,Finches,Passeriformes,Carduelis_hornemanni,Carduelis hornemanni,hornemanni,4,,NA,1.037921839,-0.643687548,Non-forest
Carduelis_lawrencei,3.74,3740,3.572871602,1.85,10.6,1.025305865,2.360854001,Fringillidae,Finches,Passeriformes,Carduelis_lawrencei,Carduelis lawrencei,lawrencei,6,,30.08935068,0.02947006,0.676319389,Non-forest
Carduelis_pinus,4.72,4720,3.673941999,2.21,12.7,1.103803721,2.541601993,Fringillidae,Finches,Passeriformes,Carduelis_pinus,Carduelis pinus,pinus,1,,14.90064297,-1.146142,1.504639344,Forest
Carduelis_psaltria,4.04,4040,3.606381365,1.85,9.5,0.977723605,2.251291799,Fringillidae,Finches,Passeriformes,Carduelis_psaltria,Carduelis psaltria,psaltria,7,,-8.605567019,-0.382245212,-0.296877132,Non-forest
Carduelis_spinus,4.04,4040,3.606381365,2.58,13.5,1.130333768,2.602689685,Fringillidae,Finches,Passeriformes,Carduelis_spinus,Carduelis spinus,spinus,7,,36.61393649,-0.112869633,-0.164773103,Forest
Carduelis_tristis,4.44,4440,3.64738297,2.33,13.1,1.117271296,2.57261223,Fringillidae,Finches,Passeriformes,Carduelis_tristis,Carduelis tristis,tristis,8,,31.39545655,-1.481391461,0.347226686,Non-forest
Carpodacus_cassinii,3.15,3150,3.498310554,2.22,26.5,1.423245874,3.277144733,Fringillidae,Finches,Passeriformes,Carpodacus_cassinii,Carpodacus cassinii,cassinii,10,,30.31956744,1.654794416,-0.589032878,Forest
Carpodacus_erythrinus,4.09,4090,3.611723308,2.92,25,1.397940009,3.218875825,Fringillidae,Finches,Passeriformes,Carpodacus_erythrinus,Carpodacus erythrinus,erythrinus,10,,25.19033883,-0.954816724,-0.407356418,Non-forest
Carpodacus_mexicanus,3.54,3540,3.549003262,2.3,21.4,1.330413773,3.063390922,Fringillidae,Finches,Passeriformes,Carpodacus_mexicanus,Carpodacus mexicanus,mexicanus,6,7.25,16.78797912,-1.63706259,0.218369842,Non-forest
Carpodacus_purpureus,3.2,3200,3.505149978,2.15,23.3,1.367355921,3.148453361,Fringillidae,Finches,Passeriformes,Carpodacus_purpureus,Carpodacus purpureus,purpureus,10,3,32.56266354,-0.418928821,-0.971697205,Forest
Coccothraustes_coccothraustes,5.2,5200,3.716003344,4.15,54,1.73239376,3.988984047,Fringillidae,Finches,Passeriformes,Coccothraustes_coccothraustes,Coccothraustes coccothraustes,coccothraustes,4,,30.40410827,0.334520975,-0.995285766,Forest
Fringilla_coelebs,3.35,3350,3.525044807,1.9,24.6,1.390935107,3.202746443,Fringillidae,Finches,Passeriformes,Fringilla_coelebs,Fringilla coelebs,coelebs,8,2.5,-47.2841228,-0.421468782,0.07962914,Forest
Fringilla_montifringilla,3.18,3180,3.50242712,2.57,23.2,1.365487985,3.144152279,Fringillidae,Finches,Passeriformes,Fringilla_montifringilla,Fringilla montifringilla,montifringilla,6,,45.01657863,-0.120320408,-1.475624691,Forest
Loxia_curvirostra,3.34,3340,3.523746467,2.49,38.3,1.583198774,3.645449896,Fringillidae,Finches,Passeriformes,Loxia_curvirostra,Loxia curvirostra,curvirostra,8,4,12.17772467,-1.385047894,0.793632942,Forest
Loxia_leucoptera,4.43,4430,3.646403726,2.85,28.4,1.45331834,3.346389145,Fringillidae,Finches,Passeriformes,Loxia_leucoptera,Loxia leucoptera,leucoptera,7,,41.70315189,-0.024175754,1.002971226,Forest
Loxia_pytyopsittacus,3.61,3610,3.557507202,2.67,53,1.72427587,3.970291914,Fringillidae,Finches,Passeriformes,Loxia_pytyopsittacus,Loxia pytyopsittacus,pytyopsittacus,8,,53.80260242,-1.017486747,1.605340303,Forest
Loxia_scotica,3.57,3570,3.552668216,2.32,44.6,1.649334859,3.797733859,Fringillidae,Finches,Passeriformes,Loxia_scotica,Loxia scotica,scotica,8,,56.4307013,1.605021946,0.730232863,Forest
Serinus_canaria,3.7,3700,3.568201724,1.29,24.3,1.385606274,3.19047635,Fringillidae,Finches,Passeriformes,Serinus_canaria,Serinus canaria,canaria,4,,27.63881847,-0.674654422,1.302672233,Non-forest
Serinus_pusillus,4.3,4300,3.633468456,2.67,11.6,1.064457989,2.451005098,Fringillidae,Finches,Passeriformes,Serinus_pusillus,Serinus pusillus,pusillus,1,,27.08471408,0.154057713,0.816483338,Non-forest
Serinus_serinus,5.94,5940,3.773786445,1.83,11.2,1.049218023,2.415913778,Fringillidae,Finches,Passeriformes,Serinus_serinus,Serinus serinus,serinus,4,,27.7307583,-0.172589782,0.21372826,Forest
Serinus_syriacus,3.87,3870,3.587710965,1.89,11.7,1.068185862,2.459588842,Fringillidae,Finches,Passeriformes,Serinus_syriacus,Serinus syriacus,syriacus,3,,30.0795929,-0.012620635,1.262476795,Non-forest
Anabazenops_dorsalis,1.719,1719,3.235275877,0.803,38.5,1.58546073,3.650658241,Furnariidae,Ovenbirds,Passeriformes,Anabazenops_dorsalis,Anabazenops dorsalis,dorsalis,0,,-14.10302531,-0.097849343,0.250678967,Forest
Automolus_infuscatus,2.601,2601,3.415140352,1.726,35,1.544068044,3.555348061,Furnariidae,Ovenbirds,Passeriformes,Automolus_infuscatus,Automolus infuscatus,infuscatus,0,,-14.33651539,-0.112869633,-0.164773103,Forest
Automolus_melanopezus,2.489,2489,3.396024897,1.215,29.5,1.469822016,3.384390263,Furnariidae,Ovenbirds,Passeriformes,Automolus_melanopezus,Automolus melanopezus,melanopezus,0,,-13.57605029,-0.40563927,1.77223669,Forest
Automolus_ochrolaemus,3.153,3153,3.498723971,1.631,38,1.579783597,3.63758616,Furnariidae,Ovenbirds,Passeriformes,Automolus_ochrolaemus,Automolus ochrolaemus,ochrolaemus,0,,-17.67625331,-0.549460987,0.151528859,Forest
Automolus_rufipileatus,2.961,2961,3.471438407,1.148,34.5,1.537819095,3.540959324,Furnariidae,Ovenbirds,Passeriformes,Automolus_rufipileatus,Automolus rufipileatus,rufipileatus,0,,-16.98984013,-0.855085113,0.632276063,Forest
Hyloctistes_subulatus,2.526,2526,3.402433346,2.325,29,1.462397998,3.36729583,Furnariidae,Ovenbirds,Passeriformes,Hyloctistes_subulatus,Hyloctistes subulatus,subulatus,0,,-16.11076731,-0.262514444,0.370389891,Forest
Philydor_ruficaudatum,4.275,4275,3.630936119,1.89,26.5,1.423245874,3.277144733,Furnariidae,Ovenbirds,Passeriformes,Philydor_ruficaudatum,Philydor ruficaudatum,ruficaudatum,0,,-17.02486611,-0.03731511,0.099926134,Forest
Sclerurus_rufigularis,4.44967,4449.67,3.648327804,3.70333,36,1.556302501,3.583518938,Furnariidae,Ovenbirds,Passeriformes,Sclerurus_rufigularis,Sclerurus rufigularis,rufigularis,0,,-14.48683264,-1.482741789,-0.05411337,Forest
Synallaxis_cabanisi,2.143,2143,3.331022171,0.823,20,1.301029996,2.995732274,Furnariidae,Ovenbirds,Passeriformes,Synallaxis_cabanisi,Synallaxis cabanisi,cabanisi,0,,-17.39913788,1.55690565,2.762752753,Forest
Synallaxis_cherriei,2.95667,2956.67,3.470802855,2.641,16,1.204119983,2.772588722,Furnariidae,Ovenbirds,Passeriformes,Synallaxis_cherriei,Synallaxis cherriei,cherriei,1,,-15.83744526,1.877359402,-0.019172919,Forest
Synallaxis_rutilans,2.675,2675,3.427323786,0.865,18.5,1.267171728,2.917770732,Furnariidae,Ovenbirds,Passeriformes,Synallaxis_rutilans,Synallaxis rutilans,rutilans,1,,-15.89232616,1.664669293,1.309755473,Forest
Xenops_minutus,5.79933,5799.33,3.763377822,4.10533,12,1.079181246,2.48490665,Furnariidae,Ovenbirds,Passeriformes,Xenops_minutus,Xenops minutus,minutus,0,,-27.82278061,-1.287834886,0.477898494,Forest
Galbula_cyanicollis,2.612,2612,3.416973173,1.69333,24,1.380211242,3.17805383,Galbulidae,Jacamars,Piciformes,Galbula_cyanicollis,Galbula cyanicollis,cyanicollis,1,,-12.47811707,-0.112869633,-0.164773103,Forest
Jacamerops_aureus,2.38233,2382.33,3.37700192,2.21033,79,1.897627091,4.369447852,Galbulidae,Jacamars,Piciformes,Jacamerops_aureus,Jacamerops aureus,aureus,2,,-13.84851176,-0.569972388,1.059181025,Forest
Grus_americana,0.9,900,2.954242509,0.6,5826,3.76537048,8.670085938,Gruidae,Cranes,Gruiformes,Grus_americana,Grus americana,americana,0,,27.41253,0.514923619,-2.274205421,Non-forest
Grus_antigone,0.94,940,2.973127854,0.43,6667,3.823930455,8.804925263,Gruidae,Cranes,Gruiformes,Grus_antigone,Grus antigone,antigone,0,,-20.71189718,-1.474426412,0.066509906,Non-forest
Grus_canadensis,0.84,840,2.924279286,0.41,4654,3.667826379,8.445482344,Gruidae,Cranes,Gruiformes,Grus_canadensis,Grus canadensis,canadensis,0,,42.61019088,0.483015224,-1.122606627,Non-forest
Grus_grus,1.63,1630,3.212187604,0.62,5500,3.740362689,8.612503371,Gruidae,Cranes,Gruiformes,Grus_grus,Grus grus,grus,0,,36.52349455,-0.117615862,-0.257754,Non-forest
Grus_rubicunda,0.94,940,2.973127854,0.17,6838,3.834929096,8.83025057,Gruidae,Cranes,Gruiformes,Grus_rubicunda,Grus rubicunda,rubicunda,0,,-38.8594799,-0.948199636,0.776151446,Non-forest
Delichon_urbicum,4.28,4280,3.631443769,,14.5,1.161368002,2.674148649,Hirundinidae,Swallows,Passeriformes,Delichon_urbicum,Delichon urbicum,urbicum,1,,28.01839705,-0.112869633,-0.164773103,Non-forest
Hirundo_daurica,2.94,2940,3.46834733,,22.2,1.346352974,3.100092289,Hirundinidae,Swallows,Passeriformes,Hirundo_daurica,Hirundo daurica,daurica,0,,-14.73570824,-0.112869633,-0.164773103,Non-forest
Hirundo_rupestris,4.44,4440,3.64738297,,20.4,1.309630167,3.015534901,Hirundinidae,Swallows,Passeriformes,Hirundo_rupestris,Hirundo rupestris,rupestris,0,,12.59131011,-0.658299007,-0.288206577,Non-forest
Hirundo_rustica,4.23,4230,3.626340367,,16.2,1.209515015,2.785011242,Hirundinidae,Swallows,Passeriformes,Hirundo_rustica,Hirundo rustica,rustica,1,,-9.68297347,-0.8852007,0.487839923,Non-forest
Petrochelidon_pyrrhonota,2.38,2380,3.376576957,,21.6,1.334453751,3.072693315,Hirundinidae,Swallows,Passeriformes,Petrochelidon_pyrrhonota,Petrochelidon pyrrhonota,pyrrhonota,0,,16.23634035,-0.112869633,-0.164773103,Non-forest
Progne_subis,4.01,4010,3.603144373,,53.5,1.728353782,3.979681654,Hirundinidae,Swallows,Passeriformes,Progne_subis,Progne subis,subis,5,1,20.26433102,-0.635977781,0.425207267,Non-forest
Riparia_riparia,3.39,3390,3.530199698,,11.3,1.053078443,2.424802726,Hirundinidae,Swallows,Passeriformes,Riparia_riparia,Riparia riparia,riparia,0,,24.6030522,-1.01252439,0.897471085,Non-forest
Tachycineta_bicolor,4.74,4740,3.675778342,,21.2,1.326335861,3.054001182,Hirundinidae,Swallows,Passeriformes,Tachycineta_bicolor,Tachycineta bicolor,bicolor,1,,33.00162506,-0.071874967,-0.679036446,Forest
Tachycineta_thalassina,4.29,4290,3.632457292,,14.4,1.158362492,2.667228207,Hirundinidae,Swallows,Passeriformes,Tachycineta_thalassina,Tachycineta thalassina,thalassina,1,,18.29646477,-0.126800892,-0.496713189,Forest
Agelaius_phoeniceus,2.99,2990,3.475671188,2.07,65.3,1.814913181,4.178992036,Icteridae,Blackbirds,Passeriformes,Agelaius_phoeniceus,Agelaius phoeniceus,phoeniceus,9,6,9.660290249,-0.94885184,0.603102701,Non-forest
Agelaius_tricolor,2.48,2480,3.394451681,1.32,68.2,1.833784375,4.222444565,Icteridae,Blackbirds,Passeriformes,Agelaius_tricolor,Agelaius tricolor,tricolor,9,,29.84428,-0.857214969,0.597416805,Non-forest
Euphagus_carolinus,4,4000,3.602059991,1.73,64.3,1.808210973,4.163559631,Icteridae,Blackbirds,Passeriformes,Euphagus_carolinus,Euphagus carolinus,carolinus,6,2,42.41623422,-0.462183689,0.031598479,Forest
Euphagus_cyanocephalus,6.14,6140,3.788168371,2.84,67.2,1.827369273,4.207673248,Icteridae,Blackbirds,Passeriformes,Euphagus_cyanocephalus,Euphagus cyanocephalus,cyanocephalus,9,3.6,30.05460358,1.894911053,3.775789132,Non-forest
Icterus_bullockii,2.66,2660,3.424881637,1.76,37.9,1.57863921,3.634951112,Icteridae,Blackbirds,Passeriformes,Icterus_bullockii,Icterus bullockii,bullockii,9,1,24.3776813,-0.578140275,-0.435111148,Forest
Icterus_cucullatus,2.96,2960,3.471291711,2.13,24.3,1.385606274,3.19047635,Icteridae,Blackbirds,Passeriformes,Icterus_cucullatus,Icterus cucullatus,cucullatus,10,,17.15809765,-1.158661192,1.008392072,Forest
Icterus_galbula,2.47,2470,3.392696953,1.68,33.9,1.530199698,3.523415014,Icteridae,Blackbirds,Passeriformes,Icterus_galbula,Icterus galbula,galbula,9,6.5,18.55323126,0.860492696,-2.25918601,Forest
Icterus_parisorum,2.34,2340,3.369215857,1.78,35.6,1.551449998,3.572345638,Icteridae,Blackbirds,Passeriformes,Icterus_parisorum,Icterus parisorum,parisorum,6,,17.22988636,1.537307586,-0.021624303,Forest
Icterus_spurius,3.46,3460,3.539076099,1.8,19.9,1.298853076,2.990719732,Icteridae,Blackbirds,Passeriformes,Icterus_spurius,Icterus spurius,spurius,10,,18.99903396,-0.672290182,-0.572856479,Forest
Molothrus_ater,7.59447,7594.47,3.880497471,1.49671,47.5,1.67669361,3.860729711,Icteridae,Blackbirds,Passeriformes,Molothrus_ater,Molothrus ater,ater,9,,19.49314499,-0.112869633,-0.164773103,Non-forest
Quiscalus_mexicanus,3.83,3830,3.583198774,,222,2.346352974,5.402677382,Icteridae,Blackbirds,Passeriformes,Quiscalus_mexicanus,Quiscalus mexicanus,mexicanus,9,,-3.484039886,1.669639546,0.513319592,Non-forest
Sturnella_magna,3.57,3570,3.552668216,3.01,102,2.008600172,4.624972813,Icteridae,Blackbirds,Passeriformes,Sturnella_magna,Sturnella magna,magna,1,70,-2.909223762,-0.206551654,-0.966450234,Non-forest
Sturnella_neglecta,2.95,2950,3.469822016,1.78,112,2.049218023,4.718498871,Icteridae,Blackbirds,Passeriformes,Sturnella_neglecta,Sturnella neglecta,neglecta,1,8,21.42735853,-0.311027995,-0.601824867,Non-forest
Xanthocephalus_xanthocephalus,1.85,1850,3.267171728,,79.7,1.901458321,4.378269586,Icteridae,Blackbirds,Passeriformes,Xanthocephalus_xanthocephalus,Xanthocephalus xanthocephalus,xanthocephalus,7,,31.46798247,-0.112869633,-0.164773103,Non-forest
Lanius_collurio,3.35,3350,3.525044807,1.42,27.9,1.445604203,3.328626689,Laniidae,Shrikes,Passeriformes,Lanius_collurio,Lanius collurio,collurio,8,,32.24943527,-0.112869633,-0.164773103,Non-forest
Lanius_ludovicianus,3.64,3640,3.561101384,2.18,47.7,1.678518379,3.864931398,Laniidae,Shrikes,Passeriformes,Lanius_ludovicianus,Lanius ludovicianus,ludovicianus,1,,16.04435477,0.014868606,0.973463563,Non-forest
Lanius_meridionalis,3.53,3530,3.547774705,1.83,61,1.785329835,4.110873864,Laniidae,Shrikes,Passeriformes,Lanius_meridionalis,Lanius excubitor,excubitor,1,,NA,-0.02285035,-0.761518109,Non-forest
Lanius_minor,2.84,2840,3.45331834,1.93,45.7,1.6599162,3.822098298,Laniidae,Shrikes,Passeriformes,Lanius_minor,Lanius minor,minor,1,,31.53884175,1.25966054,-0.509167625,Non-forest
Lanius_nubicus,3.18,3180,3.50242712,1.11,19.7,1.294466226,2.980618636,Laniidae,Shrikes,Passeriformes,Lanius_nubicus,Lanius nubicus,nubicus,2,,29.40125763,-0.488256605,-0.160156384,Forest
Lanius_senator,2.95,2950,3.469822016,1.46,34.6,1.539076099,3.543853682,Laniidae,Shrikes,Passeriformes,Lanius_senator,Lanius senator,senator,6,,27.91019027,0.522571199,-1.962742942,Forest
Larus_argentatus,1.4,1400,3.146128036,0.73,1173,3.069298012,7.067319849,Laridae,"Gulls, terns and skimmers",Charadriiformes,Larus_argentatus,Larus argentatus,argentatus,0,,27.84764762,0.937254174,0.37190736,Non-forest
Larus_armenicus,1.2,1200,3.079181246,0.51,867,2.938019097,6.765038977,Laridae,"Gulls, terns and skimmers",Charadriiformes,Larus_armenicus,Larus cachinnans,cachinnans,0,,NA,1.803964051,4.138246354,Non-forest
Larus_atricilla,1.68,1680,3.225309282,0.43,327,2.514547753,5.789960171,Laridae,"Gulls, terns and skimmers",Charadriiformes,Larus_atricilla,Larus atricilla,atricilla,0,,11.99237441,1.246587984,0.30577296,Non-forest
Larus_audouinii,1.55,1550,3.190331698,0.77,535,2.728353782,6.282266747,Laridae,"Gulls, terns and skimmers",Charadriiformes,Larus_audouinii,Larus audouinii,audouinii,0,,34.99513334,1.148582446,0.588675885,Non-forest
Larus_cachinnans,3.01,3010,3.478566496,0.86,1220,3.086359831,7.106606138,Laridae,"Gulls, terns and skimmers",Charadriiformes,Larus_cachinnans,Larus cachinnans,cachinnans,0,,39.1864754,1.681039486,0.47026822,Non-forest
Larus_californicus,1.72,1720,3.235528447,0.34,749,2.874481818,6.618738984,Laridae,"Gulls, terns and skimmers",Charadriiformes,Larus_californicus,Larus californicus,californicus,0,,37.92274857,1.533573834,0.500498356,Non-forest
Larus_canus,2.41,2410,3.382017043,0.82,421,2.624282096,6.042632834,Laridae,"Gulls, terns and skimmers",Charadriiformes,Larus_canus,Larus canus,canus,0,,39.19930364,1.457334748,-0.762638303,Non-forest
Larus_delawarensis,1.63,1630,3.212187604,0.43,566,2.752816431,6.338594078,Laridae,"Gulls, terns and skimmers",Charadriiformes,Larus_delawarensis,Larus delawarensis,delawarensis,0,,39.93852574,1.510432826,-0.241067434,Non-forest
Larus_dominicanus,1.37,1370,3.136720567,0.77,1050,3.021189299,6.956545443,Laridae,"Gulls, terns and skimmers",Charadriiformes,Larus_dominicanus,Larus dominicanus,dominicanus,0,,-65.16665977,1.033360351,-1.079635648,Non-forest
Larus_fuscus,3.1,3100,3.491361694,0.68,824,2.915927212,6.71417053,Laridae,"Gulls, terns and skimmers",Charadriiformes,Larus_fuscus,Larus fuscus,fuscus,0,,38.67953248,1.798495755,-0.201044739,Non-forest
Larus_heermanni,0.51,510,2.707570176,0.17,500,2.698970004,6.214608098,Laridae,"Gulls, terns and skimmers",Charadriiformes,Larus_heermanni,Larus heermanni,heermanni,0,,26.62553,-0.112869633,-0.164773103,Non-forest
Larus_marinus,1.89,1890,3.276461804,0.17,1829,3.262213705,7.511524648,Laridae,"Gulls, terns and skimmers",Charadriiformes,Larus_marinus,Larus marinus,marinus,0,,39.63315922,1.277369753,0.374197757,Non-forest
Larus_melanocephalus,1.72,1720,3.235528447,0.51,256,2.408239965,5.545177444,Laridae,"Gulls, terns and skimmers",Charadriiformes,Larus_melanocephalus,Larus melanocephalus,melanocephalus,0,,37.19149456,1.677388394,2.490034348,Non-forest
Larus_minutus,1.89,1890,3.276461804,0.51,118,2.071882007,4.770684624,Laridae,"Gulls, terns and skimmers",Charadriiformes,Larus_minutus,Larus minutus,minutus,0,,43.11510556,1.646769154,-0.490963528,Non-forest
